query,oracle_alpha,best_ndcg,ndcg_at_alpha1,curve_range,n_argmax_ties
how to make a hitmontop pokemon go,0.0,0.6309297535714575,0.5,0.13092975357145753,16
what is a shoulder hill sachs lesion,0.0,0.3562071871080222,0.2890648263178879,0.0671423607901343,5
can i tint my dual paine glass window,0.0,0.6309297535714575,0.38685280723454163,0.2440769463369159,17
what are quality control measures,0.0,1.0,0.6309297535714575,0.36907024642854247,17
what does the angel number 1132 mean,0.0,1.0,1.0,0.0,21
gift for someone living in assisted living,0.9,0.5,0.5,0.11314719276545837,3
qualification of a registered biomedical scientist,0.85,1.0,1.0,0.5693234419266069,4
what chemistry focuses on the composition of matter,0.0,0.43067655807339306,0.3010299956639812,0.12964656240941186,6
what is barbecue sauce made of,0.0,0.3562071871080222,0.3562071871080222,0.022873853774688868,16
what causes cats to vomit,0.65,1.0,0.6309297535714575,0.5,5
what causes cats to vomit,0.95,0.31546487678572877,0.31546487678572877,0.31546487678572877,2
what causes cats to vomit,0.9,1.0,1.0,0.6666666666666667,3
math meaning of variance,0.85,1.0,1.0,1.0,4
what does third trimester mean,0.0,1.0,1.0,0.0,21
is the usps part of the government,0.65,0.6309297535714575,0.6309297535714575,0.27472256646343535,8
average cost of a dental bridge,0.1,1.0,1.0,0.5,19
what is a kamea,0.0,1.0,0.6309297535714575,0.36907024642854247,12
what chicken breed lays darkest eggs,0.0,1.0,1.0,0.0,21
tuple definition,0.55,1.0,1.0,0.5693234419266069,10
what does an account executive does,0.0,1.0,0.5,0.5,18
how is dna packaged in eukaryotic cells,0.7,0.3333333333333333,0.2890648263178879,0.3333333333333333,1
unit rate definition,0.6,0.6309297535714575,0.3333333333333333,0.2975964202381242,4
how to do speed distance time calculations,0.3,0.6309297535714575,0.6309297535714575,0.20025319549806447,10
how to do speed distance time calculations,0.9,0.38685280723454163,0.38685280723454163,0.38685280723454163,3
what chinese dynasty invented abacus,0.8,1.0,1.0,0.5,5
what is blood group,0.1,0.5,0.5,0.06932344192660694,17
what does Excludes: Mineral rights and royalties mean,0.0,0.6309297535714575,0.3010299956639812,0.32989975790747633,9
international journal of digital earth,0.6,0.6309297535714575,0.6309297535714575,0.13092975357145753,9
what is a flower,0.8,0.43067655807339306,0.43067655807339306,0.43067655807339306,5
does chlamydia cause rash,0.0,1.0,1.0,0.0,21
what age can you leave a child home alone over night in california,1.0,0.6309297535714575,0.6309297535714575,0.2440769463369159,1
what county is leeds in england,0.9,0.6309297535714575,0.6309297535714575,0.20025319549806447,3
default layout manager for jframe,0.0,1.0,0.3562071871080222,0.6437928128919779,5
phylum aschelminthes definition,0.45,1.0,1.0,0.5693234419266069,12
what city is bwi in?,0.25,0.5,0.5,0.11314719276545837,16
signs symptoms of seizures,0.35,1.0,0.38685280723454163,0.6131471927654584,8
what could potentially happen to an organism if there was a mutation in the dna?,0.65,0.31546487678572877,0.2890648263178879,0.31546487678572877,3
what is hfd,0.5,1.0,1.0,0.6989700043360187,11
how many active satellites are there,0.45,0.38685280723454163,0.38685280723454163,0.38685280723454163,12
emphases definition,0.55,0.5,0.43067655807339306,0.5,8
what cholesterol medications interact with grapefruit,0.85,0.6309297535714575,0.6309297535714575,0.2975964202381242,4
what is ipmon,0.0,1.0,1.0,0.0,21
what is inbred mice,0.8,0.6309297535714575,0.6309297535714575,0.20025319549806447,5
what can i use to clean my computer screen,0.0,0.6309297535714575,0.5,0.13092975357145753,14
what are colonies ?,0.8,1.0,1.0,1.0,5
what does plum hibiscus tea taste like,0.0,1.0,1.0,0.0,21
meaning of gonner,0.8,0.6309297535714575,0.6309297535714575,0.2440769463369159,5
what incorporates osha requirements,0.05,0.43067655807339306,0.3010299956639812,0.14161173175550518,13
is a money market account considered a checking or savings account,0.9,1.0,1.0,0.6989700043360187,3
what are intercostal muscles,0.55,0.5,0.43067655807339306,0.5,9
adverse effects vs side effects,0.0,0.5,0.3562071871080222,0.14379281289197782,1
what is a tortuous thoracic aorta,0.9,1.0,1.0,0.6989700043360187,3
different types of precious stones,0.0,1.0,1.0,0.0,21
what diseases do worms cause in humans,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,9
what is comprehensive service,0.5,1.0,1.0,1.0,11
anathema maranatha means,0.45,1.0,1.0,0.6131471927654584,12
western states drywall / lathing industry,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,13
peasant wedding what was used,0.2,1.0,1.0,0.36907024642854247,17
what is curtail,0.35,0.5,0.43067655807339306,0.11314719276545837,4
what chromosome is parkinson's disease on,0.0,1.0,1.0,0.0,21
what is biology?,0.95,0.3010299956639812,0.3010299956639812,0.3010299956639812,2
what is biology?,0.0,0.0,0.0,0.0,21
meaning of astute,0.7,1.0,1.0,1.0,7
what is bebop? quizlet,0.75,1.0,1.0,1.0,6
what exactly is malt,0.0,1.0,0.0,1.0,11
what chromosome is prader willi syndrome missing,0.0,1.0,0.3562071871080222,0.6437928128919779,9
nrz price,0.0,1.0,1.0,0.0,21
what age is a child covered under parents health insurance,0.5,1.0,1.0,1.0,11
can you get cash for plastic water bottles,0.95,0.5,0.5,0.5,2
what are fog lights for,0.5,0.43067655807339306,0.43067655807339306,0.04382375083885143,11
weather in twin falls idaho,0.0,1.0,1.0,0.0,21
calgary average humidity,0.0,1.0,1.0,0.0,21
what is aa and ba degrees,1.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,1
what is aa and ba degrees,0.15,0.3562071871080222,0.0,0.3562071871080222,7
types of cells within the nervous system,0.9,0.3562071871080222,0.3562071871080222,0.3562071871080222,3
is tyrannosaurus a dinosaur,0.3,0.43067655807339306,0.38685280723454163,0.11521168128766429,13
is tyrannosaurus a dinosaur,0.4,0.6309297535714575,0.6309297535714575,0.31546487678572877,13
pie the number full number,0.9,0.31546487678572877,0.31546487678572877,0.31546487678572877,3
how long does a dbs take to process,0.0,1.0,0.5,0.5,8
dna synthesis red blood cells,0.0,1.0,1.0,0.0,21
how much does it cost to obtain a passport,0.0,1.0,0.43067655807339306,0.5693234419266069,19
now defunct rock groups,0.0,1.0,1.0,0.0,21
urban dweller definition,0.05,0.6309297535714575,0.6309297535714575,0.13092975357145753,20
what clothing do people wear in denmark guys,0.25,0.43067655807339306,0.0,0.43067655807339306,7
what cities are in jackson county,1.0,0.5,0.5,0.5,1
is vitamin a and retin a the same,0.25,1.0,0.5,0.5,14
cost of having gutter guards installed,0.0,0.3562071871080222,0.31546487678572877,0.055177191444040985,18
what does infinity sign mean,0.85,1.0,0.6309297535714575,1.0,1
acanthosis nigricans symptoms,0.4,1.0,1.0,0.6989700043360187,13
"what county is yulee, fl",0.4,1.0,1.0,0.36907024642854247,13
what cities are near the four corners monument,0.65,0.43067655807339306,0.43067655807339306,0.09734322474005974,8
what are most common minerals,0.05,0.5,0.38685280723454163,0.14379281289197782,4
what are most common minerals,0.65,1.0,1.0,0.6131471927654584,8
what are most common minerals,1.0,0.43067655807339306,0.43067655807339306,0.07446937096537087,1
meaning of exude,0.75,1.0,1.0,1.0,6
hund's principle definition,0.7,0.5,0.5,0.5,7
coding strand definition biology,0.45,1.0,1.0,0.6845351232142712,12
coding strand definition biology,0.75,0.6309297535714575,0.6309297535714575,0.34186492725356965,6
what county is newport ky in,0.65,1.0,1.0,0.6845351232142712,8
average size driveway extensions,0.95,1.0,1.0,1.0,2
cost of installing ac condenser,0.25,1.0,1.0,0.5,16
cost of installing ac condenser,0.9,0.6309297535714575,0.6309297535714575,0.6309297535714575,3
what did retinol do,0.2,0.6309297535714575,0.6309297535714575,0.20025319549806447,17
what are nutrients in food wikipedia,0.85,0.38685280723454163,0.3562071871080222,0.38685280723454163,1
how long does it take for a fractured ankle to heal after surgery,0.0,1.0,0.6309297535714575,0.36907024642854247,20
what are the stages of the product life cycle concept,0.0,0.6309297535714575,0.0,0.6309297535714575,5
what are the stages of the product life cycle concept,0.9,1.0,1.0,1.0,3
what does steel do to aluminum,0.45,0.6309297535714575,0.0,0.6309297535714575,3
what is an open source platform,0.6,0.31546487678572877,0.2890648263178879,0.31546487678572877,2
gmc dealers in frederick maryland,0.0,1.0,1.0,0.0,21
gmc dealers in frederick maryland,0.0,0.5,0.38685280723454163,0.11314719276545837,14
gmc dealers in frederick maryland,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
what cities were affected by hurricane harvey,0.0,1.0,0.43067655807339306,0.5693234419266069,16
what cities were affected by hurricane harvey,0.8,1.0,0.6309297535714575,0.5693234419266069,1
how much do star cheerleaders get paid,0.55,0.6309297535714575,0.5,0.31546487678572877,1
what are the national animals which represent scotland,0.85,1.0,1.0,0.5,4
what can go up a chimney down,0.0,0.5,0.5,0.06932344192660694,18
what is average income a retail manager makes ,0.0,0.5,0.31546487678572877,0.18453512321427123,6
what country were gummy bears originally made in,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,1
what cities were in the sumerian civilization,0.0,1.0,1.0,0.0,21
cora crawley actress,0.0,1.0,0.5,0.5,14
what do episcopalians eat,0.7,1.0,1.0,1.0,7
what do episcopalians eat,0.7,0.3010299956639812,0.3010299956639812,0.3010299956639812,3
what county is valdosta city schools ga in?,0.0,1.0,1.0,0.0,21
what does cdn stand for?,0.6,1.0,1.0,1.0,9
what does status post mean medically?,0.35,1.0,1.0,1.0,14
sam's club hours of operation,0.55,1.0,1.0,0.5693234419266069,10
what does a systems support specialist do,0.75,0.5,0.5,0.5,6
garnishes for deviled eggs,0.6,0.3333333333333333,0.3333333333333333,0.01786845654760455,9
empire cast members,0.6,1.0,1.0,0.5,9
utm earth definition,0.0,1.0,1.0,0.0,21
gluconeogenesis meaning,1.0,0.5,0.5,0.5,1
what is dystopian genre,0.9,1.0,1.0,1.0,3
what is a web chart,1.0,0.38685280723454163,0.38685280723454163,0.030645620126519446,1
what are the signs of loss of memory for the elderly,0.15,0.38685280723454163,0.3562071871080222,0.030645620126519446,9
parent functions,0.45,1.0,1.0,0.5,12
what did greek boys wear,0.55,1.0,1.0,1.0,10
is greyhound ticket refundable,0.55,1.0,1.0,0.36907024642854247,10
what city did the first bahama bucks open?,0.8,1.0,1.0,0.6666666666666667,5
moringa traditionalmedicine what does it do,0.95,0.5,0.5,0.5,2
what is iceland's judicial system,0.0,1.0,1.0,0.0,21
what is amlodipine 5mg,0.0,1.0,0.43067655807339306,0.5693234419266069,10
what does detox tea do,0.0,1.0,1.0,0.0,21
scale that can weigh up to 180 kg,0.45,1.0,1.0,0.36907024642854247,12
what city do the nba suns play,0.0,1.0,0.43067655807339306,0.5693234419266069,12
what is a bridal ring ,0.65,0.6309297535714575,0.6309297535714575,0.13092975357145753,8
how tall is dove cameron,0.0,1.0,1.0,0.0,21
how to execute ref cursor procedure in oracle,0.0,1.0,0.3333333333333333,0.6666666666666667,7
causes of flank pain on both sides,0.25,0.38685280723454163,0.38685280723454163,0.030645620126519446,6
causes of flank pain on both sides,0.85,1.0,1.0,1.0,4
meaning of astuteness,0.5,1.0,0.6309297535714575,0.6131471927654584,10
most popular dishes in texas,0.0,0.0,0.0,0.0,21
what county is the city of fairfield located at,0.25,1.0,0.5,0.5,5
"what county is anna, ohio",0.0,1.0,0.6309297535714575,0.36907024642854247,14
typical cost to install switches and outlets,0.2,1.0,1.0,0.36907024642854247,17
what city do the pittsburgh penguins currently hold,0.0,1.0,0.6309297535714575,0.36907024642854247,14
what does an esophageal flap do,0.95,0.43067655807339306,0.43067655807339306,0.43067655807339306,2
kahmul dark souls speed run record,0.75,0.5,0.5,0.18453512321427123,6
what are the three isoforms of akt,0.15,0.5,0.5,0.06932344192660694,9
how long is raw pork good for in the fridge,0.55,1.0,0.6309297535714575,0.6131471927654584,3
subpoena duces tecum definition,0.5,0.5,0.38685280723454163,0.18453512321427123,8
product key windows 8.1 how to find,0.9,0.43067655807339306,0.43067655807339306,0.43067655807339306,3
wannamaker seed,0.5,0.6309297535714575,0.6309297535714575,0.32989975790747633,11
what city do tyler perry live in,0.3,1.0,1.0,0.6666666666666667,15
what is audubon nj zip code,0.0,1.0,1.0,0.0,21
is etoro a good deal,0.0,1.0,0.3562071871080222,0.6437928128919779,11
what is autophagy,0.95,0.3562071871080222,0.3562071871080222,0.0671423607901343,2
what does lemongrass taste like,0.0,0.43067655807339306,0.3562071871080222,0.09734322474005974,5
what is alias,0.85,0.43067655807339306,0.38685280723454163,0.43067655807339306,3
is dog the bounty hunter canceled,0.0,1.0,0.5,0.5,14
canada's province that borders the pacific ocean is named what,0.0,1.0,0.6309297535714575,0.36907024642854247,18
canada's province that borders the pacific ocean is named what,0.0,0.6309297535714575,0.38685280723454163,0.2440769463369159,14
eurovision winner 2014,0.9,0.38685280723454163,0.38685280723454163,0.09778798091665375,3
what is asparagus,0.5,1.0,1.0,0.6131471927654584,11
does skipping one meal a day diet work,0.8,1.0,1.0,0.5693234419266069,5
nyc phone number area code,0.75,0.43067655807339306,0.43067655807339306,0.43067655807339306,6
What is ALT in blood test,0.7,0.5,0.5,0.16666666666666669,7
Baking Turkey Legs Time,0.65,1.0,1.0,0.6437928128919779,8
marxism theory definition,1.0,0.5,0.5,0.5,1
what does the horse mean in chinese zodiac,0.0,1.0,1.0,0.0,21
what city does make way for ducklings book take place,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,11
what is a tiff file?,0.0,1.0,0.6309297535714575,0.36907024642854247,20
what is a bullpen,0.15,0.43067655807339306,0.38685280723454163,0.04382375083885143,9
what counties are in portland metropolitan area,0.3,0.3333333333333333,0.2890648263178879,0.3333333333333333,7
what does sonar in science,0.6,1.0,1.0,1.0,9
what illness is contagious,0.95,0.43067655807339306,0.43067655807339306,0.43067655807339306,2
what is a salt lake zip code,0.6,1.0,1.0,0.5,9
what county is lake view ia,0.0,1.0,1.0,0.0,21
what disease mimics als,0.0,0.5,0.31546487678572877,0.18453512321427123,7
"define transcription, translation, and replication.",0.1,1.0,0.0,1.0,4
"define transcription, translation, and replication.",0.0,0.0,0.0,0.0,21
mansa musa definition quizlet,0.0,1.0,1.0,0.0,21
petco vet cost,0.3,1.0,0.6309297535714575,0.36907024642854247,14
how much does it cost to remove wallpaper,0.65,1.0,1.0,1.0,8
actress who played tarzan's jane,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,3
what are herringbone gear used in,0.7,0.43067655807339306,0.43067655807339306,0.09734322474005974,7
soyala meaning,0.65,0.5,0.5,0.11314719276545837,8
what county is cassadaga ny in,0.35,1.0,1.0,0.36907024642854247,14
causes for urine to smell strong,0.15,0.5,0.3333333333333333,0.16666666666666669,12
causes for urine to smell strong,0.95,0.38685280723454163,0.38685280723454163,0.38685280723454163,2
if skewness is zero,0.0,1.0,0.43067655807339306,0.5693234419266069,16
what foods promote wound healing,0.65,0.5,0.5,0.5,3
what foods promote wound healing,0.0,1.0,0.6309297535714575,0.36907024642854247,18
what foods promote wound healing,0.8,0.3010299956639812,0.2890648263178879,0.3010299956639812,2
can you mountain bike the pacific crest trail,0.0,1.0,0.31546487678572877,0.6845351232142712,7
what city has the most population in mississippi,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
causes of heliotrope rash,0.85,1.0,1.0,0.5,4
symptoms of a child with hiv,0.9,0.43067655807339306,0.38685280723454163,0.43067655807339306,1
what is a shamanism,0.2,1.0,1.0,0.5,17
different types of social security disability,0.1,1.0,1.0,0.36907024642854247,19
different types of social security disability,0.1,0.5,0.5,0.06932344192660694,19
how many judicial districts in nevada,0.0,0.0,0.0,0.0,21
mantle definition science,0.8,1.0,1.0,1.0,5
blue card provider services number,0.75,1.0,1.0,1.0,6
time in eglin,0.45,1.0,1.0,0.36907024642854247,12
empliciti side effects,0.0,0.5,0.43067655807339306,0.06932344192660694,6
empliciti side effects,0.1,1.0,0.6309297535714575,0.36907024642854247,14
what is a scottish flap,0.65,1.0,1.0,1.0,8
how many employees are in a home depot store,0.25,1.0,1.0,0.5693234419266069,16
what is a modified roof,0.65,0.5,0.43067655807339306,0.16666666666666669,4
"weather in ashdod, israel fahrenheit",0.95,0.5,0.5,0.06932344192660694,2
