Query,Dataset,Failure Type,Doc in Top-5
average speed limit for drivers in ct,ms_marco,Lexical Miss,0
cost of mausoleum entombment,ms_marco,Ranking Error,1
WHat states do alligators live in,ms_marco,Ranking Error,1
normal pulse rate in adults,ms_marco,Ranking Error,1
what is altitude training,ms_marco,Lexical Miss,0
prion disease definition,ms_marco,Ranking Error,1
garage door spring replacement cost,ms_marco,Ranking Error,1
how long is cooked shrimp good for in refrigerator,ms_marco,Ranking Error,1
what foods do you use capers in,ms_marco,Ranking Error,1
what legislation was passed due to civil rights movement,ms_marco,Ranking Error,1
how often should a treadmill be lubricated,ms_marco,Ranking Error,1
what functional groups are in all monosaccharides,ms_marco,Lexical Miss,0
what origin does the surname Assemi come from,ms_marco,Semantic Miss,0
what kinds of food it bad for the heart,ms_marco,Ranking Error,1
will walking burn fat,ms_marco,Semantic Miss,0
merely definition,ms_marco,Ranking Error,1
what is the yearly pay for a civil engineer,ms_marco,Semantic Miss,0
hurricanes in hawaii that did most damage,ms_marco,Lexical Miss,0
how long does it take for birth control to clear up your skin,ms_marco,Ranking Error,1
how long to cook eye round,ms_marco,Lexical Miss,0
which neuron secretes neurotransmitters in light,ms_marco,Semantic Miss,0
site into which releasing hormones or inhibiting hormones,ms_marco,Ranking Error,1
what is the total fee for a petition,ms_marco,Ranking Error,1
what forms covalent bonds,ms_marco,Ranking Error,1
meaning of the name robbie,ms_marco,Ranking Error,1
convert square feet into linear feet,ms_marco,Ranking Error,1
what benefited from reconstruction finance corporation created by president hoover who benefited from this program,ms_marco,Lexical Miss,0
how fast do bluegill grow,ms_marco,Ranking Error,1
how long do you cook a beef tenderloin,ms_marco,Semantic Miss,0
can a person with a criminal record travel,ms_marco,Ranking Error,1
what is amyloplast,ms_marco,Ranking Error,1
what is a pole hem on a flag,ms_marco,Ranking Error,1
required amount of fiber per day,ms_marco,Ranking Error,1
define unimproved grassland,ms_marco,Ranking Error,1
cost of orthotics in ontario,ms_marco,Ranking Error,1
what dragonfly symbolizes,ms_marco,Ranking Error,1
how much carbohydrates should an athlete consume,ms_marco,Semantic Miss,0
what is the average salary for a FIFA player,ms_marco,Ranking Error,1
is dopamine a hormone,ms_marco,Ranking Error,1
where does the horse originated from,ms_marco,Ranking Error,1
how do you open a .paf file,ms_marco,Semantic Miss,0
how long do french lace hydrangea,ms_marco,Semantic Miss,0
what are human tissues,ms_marco,Ranking Error,1
is there a net torque on the loop of wire from the magnetic field,ms_marco,Semantic Miss,0
what does inr measure?,ms_marco,Ranking Error,1
how to become a cognitive psychologist,ms_marco,Ranking Error,1
what kind of store is walmart,ms_marco,Ranking Error,1
what is a phoneme in linguistics,ms_marco,Semantic Miss,0
all of the hobbit movies,ms_marco,Semantic Miss,0
what is a planarian,ms_marco,Ranking Error,1
what is deciduous,ms_marco,Lexical Miss,0
average penile length yahoo,ms_marco,Ranking Error,1
what is a blighted ovum,ms_marco,Semantic Miss,0
how long to charge camera battery,ms_marco,Ranking Error,1
what is kelp powder good for,ms_marco,Ranking Error,1
what is the origin of the last name fleming,ms_marco,Ranking Error,1
at what gestational age can you feel a fetus move,ms_marco,Ranking Error,1
liquid biocell life cost per month?,ms_marco,Ranking Error,1
how much space do you need above a refrigerator,ms_marco,Semantic Miss,0
where is graphite flakes produced,ms_marco,Ranking Error,1
what does rose quartz known for,ms_marco,Semantic Miss,0
what foods are bad for arthritis,ms_marco,Ranking Error,1
what does a sphere represent?,ms_marco,Ranking Error,1
what does a naturopath do,ms_marco,Semantic Miss,0
what is arthritis in the hands,ms_marco,Semantic Miss,0
what artery supplies dorsal part of hand,ms_marco,Ranking Error,1
average temperature august in new york,ms_marco,Ranking Error,1
uses of rocks in everyday life,ms_marco,Semantic Miss,0
what is a blastocyst,ms_marco,Ranking Error,1
how long to cook lamb rack,ms_marco,Lexical Miss,0
what technology is used to detect earthquakes,ms_marco,Ranking Error,1
cost per square foot to build a home addition,ms_marco,Ranking Error,1
what is tomato rasam,ms_marco,Semantic Miss,0
what happens if the visual cortex is damaged,ms_marco,Ranking Error,1
why hibiscus flower is important,ms_marco,Ranking Error,1
what age does wendy's hire,ms_marco,Ranking Error,1
what does lesion on kidneys mean,ms_marco,Lexical Miss,0
what type of pain is fracture pain,ms_marco,Ranking Error,1
should you rely on a compliance officer,ms_marco,Semantic Miss,0
can i service my own subpoena,ms_marco,Semantic Miss,0
why sedimentary rocks are porous,ms_marco,Ranking Error,1
what geological event occurs at a transform boundary,ms_marco,Ranking Error,1
how much does it cost to park at channelside parking garage,ms_marco,Lexical Miss,0
average wage per hour for babysitting,ms_marco,Ranking Error,1
what does it mean to be a doormat,ms_marco,Ranking Error,1
what is the normal range for body fat percentage,ms_marco,Ranking Error,1
how is a ultrasound done,ms_marco,Semantic Miss,0
how long does it take for a baby to be fully developed,ms_marco,Ranking Error,1
how to summon golem terraria,ms_marco,Ranking Error,1
what are the two main functions of the skeletal system,ms_marco,Ranking Error,1
how much do psychiatrists earn in australia,ms_marco,Ranking Error,1
how much does it cost to be a pediatric nurse,ms_marco,Ranking Error,1
do angiosperms have spores,ms_marco,Lexical Miss,0
what is a paralegal degree,ms_marco,Ranking Error,1
what is balkans,ms_marco,Ranking Error,1
what is similar to cholera,ms_marco,Ranking Error,1
how much does a human rabies vaccine cost,ms_marco,Ranking Error,1
is selenium a mood booster,ms_marco,Ranking Error,1
goosebumps the werewolf of fever swamp,ms_marco,Ranking Error,1
is phagocytosis autotrophic or heterotrophic,ms_marco,Ranking Error,1
kazakhstan location,ms_marco,Ranking Error,1
what is the age limit for life insurance,ms_marco,Ranking Error,1
what is a pterodactyl dinosaur,ms_marco,Ranking Error,1
whale blubber used for,ms_marco,Ranking Error,1
what age a child needs authorization to travel without the parents,ms_marco,Ranking Error,1
Which is a nonvascular seedless plant?,ms_marco,Semantic Miss,0
how long does it take to cook a pork tenderloin,ms_marco,Ranking Error,1
how much does a good pair of hearing aids cost,ms_marco,Ranking Error,1
can you purchase your own custom sports duvet cover,ms_marco,Ranking Error,1
do i need arc fault protection on the bathroom circuit?,ms_marco,Ranking Error,1
cholesterol in shrimp good or bad,ms_marco,Ranking Error,1
pharmacist tech salary,ms_marco,Ranking Error,1
what does foreign language mean,ms_marco,Ranking Error,1
name meaning of kaylyn,ms_marco,Ranking Error,1
how much is ivig treatment,ms_marco,Ranking Error,1
what is the cost of an mri scan,ms_marco,Ranking Error,1
why was the heian period given its name,ms_marco,Ranking Error,1
immobilized enzymes definition lactase,ms_marco,Ranking Error,1
best way to find raikou in crystal,ms_marco,Semantic Miss,0
what general function does the skeletal system perform,ms_marco,Ranking Error,1
what are the difference between mitochondria and chloroplast,ms_marco,Ranking Error,1
what makes your skin very dry,ms_marco,Ranking Error,1
how much do associate corporate lawyers make,ms_marco,Ranking Error,1
what kind of flour do gluten free,ms_marco,Ranking Error,1
did the Equal rights amendment ever get passed,ms_marco,Ranking Error,1
are vitamins organic or inorganic,ms_marco,Lexical Miss,0
what are is fibromyalgia,ms_marco,Ranking Error,1
how many calories should a young infants consume per day,ms_marco,Ranking Error,1
how much does it cost to get a cat declawed,ms_marco,Ranking Error,1
what is real property,ms_marco,Semantic Miss,0
how many actors from on the buses are still alive,ms_marco,Ranking Error,1
what minerals are carbonate,ms_marco,Semantic Miss,0
minimum height of electricity meter,ms_marco,Ranking Error,1
what is the strongest muscle in the body,ms_marco,Semantic Miss,0
what is aesthetic leadership,ms_marco,Ranking Error,1
what is a carrier for a phone?,ms_marco,Ranking Error,1
average women's professional soccer salary over the years,ms_marco,Ranking Error,1
aleve side effects,ms_marco,Lexical Miss,0
what is an internal adjustment in financial aid,ms_marco,Ranking Error,1
temporal parietal damage,ms_marco,Ranking Error,1
what spices are in sausage,ms_marco,Ranking Error,1
how much do full time nationally certified Pharmacy Tech's make??,ms_marco,Ranking Error,1
what is vzw airwaves,ms_marco,Ranking Error,1
what is papillary thyroid cancer,ms_marco,Ranking Error,1
what defeats rock type pokemon,ms_marco,Lexical Miss,0
what are chemical bonds in biology,ms_marco,Ranking Error,1
what seeds will grow under artificial light in the winter?,ms_marco,Ranking Error,1
what is a methane hydrate,ms_marco,Ranking Error,1
salary of a neonatologist in louisiana,ms_marco,Ranking Error,1
how do you remove the space after a paragraph in word,ms_marco,Semantic Miss,0
what are some good food sources for thiamin,ms_marco,Ranking Error,1
female five weeks after birth height,ms_marco,Ranking Error,1
how long should you eat after a workout,ms_marco,Ranking Error,1
cat repellent that is safe for dogs,ms_marco,Ranking Error,1
how to cook eat crab,ms_marco,Ranking Error,1
when was lady jane grey born,ms_marco,Ranking Error,1
why are savannas located where they are,ms_marco,Ranking Error,1
maximum earnings to contribute to roth ira,ms_marco,Semantic Miss,0
what continent is jamaica belong to,ms_marco,Ranking Error,1
what is armistice day,ms_marco,Ranking Error,1
what is a hamsa hand,ms_marco,Ranking Error,1
how do you know if a stamp is a forever stamp,ms_marco,Semantic Miss,0
what purpose does public policy serve,ms_marco,Ranking Error,1
cost to maintain a reining horse,ms_marco,Ranking Error,1
what language do they speak in saudi arabia,ms_marco,Ranking Error,1
what bug bite causes small blisters,ms_marco,Semantic Miss,0
what surgery do you do for blepharochalasis,ms_marco,Ranking Error,1
what does the deltoid muscle do,ms_marco,Ranking Error,1
what does a producer of a movie do,ms_marco,Ranking Error,1
what is food technology,ms_marco,Ranking Error,1
how do i tie out my prior year retained earnings,ms_marco,Ranking Error,1
describe how mitosis maintains a constant chromosome number,ms_marco,Ranking Error,1
did prince have children,ms_marco,Ranking Error,1
how big do ornamental pear trees grow,ms_marco,Ranking Error,1
what is an average amount to spend on health insurance a month,ms_marco,Ranking Error,1
what Kombucha is good for,ms_marco,Ranking Error,1
what is a dwarfs,ms_marco,Ranking Error,1
why nainital is famous,ms_marco,Ranking Error,1
what is a gastritis,ms_marco,Semantic Miss,0
how to cook a duck in the oven,ms_marco,Ranking Error,1
sean is pronounced as,ms_marco,Ranking Error,1
what is the average bookkeeper hourly rate,ms_marco,Ranking Error,1
how much do you get paid fostering a child,ms_marco,Ranking Error,1
what does landrace mean,ms_marco,Ranking Error,1
disease caused by protozoa in animals,ms_marco,Semantic Miss,0
what is in a cell,ms_marco,Ranking Error,1
signs of hens laying,ms_marco,Semantic Miss,0
who is ishmael,ms_marco,Ranking Error,1
what medications does lyrica interact with,ms_marco,Ranking Error,1
should we do space exploration,ms_marco,Semantic Miss,0
average salary in bahrain per month,ms_marco,Semantic Miss,0
how long does a dog bleed during a heat cycle,ms_marco,Ranking Error,1
what is a drawout circuit breaker,ms_marco,Ranking Error,1
can you connect to bluetooth through laptop,ms_marco,Ranking Error,1
what breed is the american pitbull,ms_marco,Ranking Error,1
how to fix a leaky bathtub faucet,ms_marco,Ranking Error,1
psychology identification examples,ms_marco,Ranking Error,1
what causes canker sore,ms_marco,Ranking Error,1
carbs count for a pre diabetes,ms_marco,Ranking Error,1
similarities between humans and chimpanzees,ms_marco,Ranking Error,1
what kind of vaccine is tetanus,ms_marco,Lexical Miss,0
what does a fold in your intestines mean,ms_marco,Ranking Error,1
how to manually calculate cumulative gpa,ms_marco,Ranking Error,1
blanchard name meaning,ms_marco,Ranking Error,1
how to get photos from phone to computer,ms_marco,Ranking Error,1
what did aristotle believe earth was made of,ms_marco,Ranking Error,1
how long to cook beef rolled rib roast,ms_marco,Semantic Miss,0
what education is needed to become a top executive,ms_marco,Ranking Error,1
mountain range definition,ms_marco,Ranking Error,1
how much does it cost to rebook a skills test,ms_marco,Ranking Error,1
what does methanol smell like,ms_marco,Ranking Error,1
what is a nupe kappa,ms_marco,Ranking Error,1
how much does it cost to plant a tree,ms_marco,Ranking Error,1
radical behaviorism simple definition,ms_marco,Ranking Error,1
tyre puncture repair cost,ms_marco,Ranking Error,1
how does benedict's solution work,ms_marco,Ranking Error,1
what is chemical Glyphosate used for,ms_marco,Semantic Miss,0
what is kratky method,ms_marco,Ranking Error,1
what is e dispar,ms_marco,Semantic Miss,0
what is mediastinal mass,ms_marco,Ranking Error,1
max income for a roth ira,ms_marco,Ranking Error,1
klonopin normal dose,ms_marco,Ranking Error,1
what is a meerkat in english,ms_marco,Ranking Error,1
