dataset,query_idx,query_type,system,query,recall@1,recall@3,recall@5,mrr,latency_ms
MS-MARCO,1095,exact,lexical,how much was a new brough superior,0.0,1.0,1.0,0.5,104.5342
MS-MARCO,1096,exact,lexical,does nioxin work on patch hair loss,0.0,0.0,0.0,0.0,100.2674
MS-MARCO,1097,exact,lexical,where does insulin come from,0.0,0.0,0.0,0.0,88.3977
MS-MARCO,1098,exact,lexical,what are the three types of pollution,1.0,1.0,1.0,1.0,135.7214
MS-MARCO,1099,exact,lexical,what is a PICO,1.0,1.0,1.0,1.0,53.5054
MS-MARCO,1100,exact,lexical,kelsey name meaning,0.0,0.0,1.0,0.2,73.2607
MS-MARCO,1101,exact,lexical,each state is guaranteed how many representatives what is representation based on,0.0,1.0,1.0,0.5,197.1876
MS-MARCO,1102,exact,lexical,what are bentgrass lawns,0.0,1.0,1.0,0.5,43.7875
MS-MARCO,1103,exact,lexical,what are flavonoids in marijuana,0.0,0.0,1.0,0.25,78.3587
MS-MARCO,1104,exact,lexical,cystic fibrosis what other names for this disorder,0.0,1.0,1.0,0.5,106.0551
MS-MARCO,1105,exact,lexical,where is a floodplain,0.0,0.0,0.0,0.0,78.1937
MS-MARCO,1106,exact,lexical,cost of hydrogen steam reforming,1.0,1.0,1.0,1.0,80.0759
MS-MARCO,1107,exact,lexical,what does carino mean,0.0,1.0,1.0,0.3333333333333333,59.2848
MS-MARCO,1108,exact,lexical,how to roast a small prime rib roast,0.0,1.0,1.0,0.3333333333333333,132.6489
MS-MARCO,1109,exact,lexical,proteins are synthesized (made) at what organelle in the cytosol,1.0,1.0,1.0,1.0,163.1831
MS-MARCO,1110,exact,lexical,how to auto power off pc,0.0,0.0,1.0,0.25,97.9448
MS-MARCO,1111,exact,lexical,what is group dynamics definition,0.0,0.0,1.0,0.2,97.7092
MS-MARCO,1112,exact,lexical,best temperature to keep a flowerhorn in,1.0,1.0,1.0,1.0,103.4425
MS-MARCO,1113,exact,lexical,how much should a dog drink,0.0,0.0,0.0,0.0,103.3111
MS-MARCO,1114,exact,lexical,what is electric charge physics,0.0,0.0,1.0,0.2,85.1302
MS-MARCO,1115,exact,lexical,how many stomach does a cow have,0.0,1.0,1.0,0.5,107.3009
MS-MARCO,1116,exact,lexical,what is a memoir,0.0,0.0,0.0,0.0,60.9631
MS-MARCO,1117,exact,lexical,what is the vesica piscis,0.0,1.0,1.0,0.5,86.2
MS-MARCO,1118,exact,lexical,what color is our blood,0.0,1.0,1.0,0.5,74.1089
MS-MARCO,1119,exact,lexical,how much does a termite bond cost,0.0,0.0,1.0,0.25,99.008
MS-MARCO,1120,exact,lexical,how long should I keep credit card bills?,0.0,1.0,1.0,0.5,120.1588
MS-MARCO,1121,exact,lexical,what does jolie blon mean,0.0,0.0,0.0,0.0,76.0891
MS-MARCO,1122,exact,lexical,at what age does the average person start walking,0.0,1.0,1.0,0.5,156.6605
MS-MARCO,1123,exact,lexical,what is rootkit scan,0.0,1.0,1.0,0.5,58.5556
MS-MARCO,1124,exact,lexical,define renal insufficiency,1.0,1.0,1.0,1.0,66.3152
MS-MARCO,1125,exact,lexical,meaning of protagonist,1.0,1.0,1.0,1.0,37.3652
MS-MARCO,1126,exact,lexical,how much does it cost to run an electric pool heater,0.0,1.0,1.0,0.3333333333333333,151.0302
MS-MARCO,1127,exact,lexical,how much is a kitchen remodel,0.0,1.0,1.0,0.3333333333333333,99.5662
MS-MARCO,1128,exact,lexical,what does unremarkable mean on a liver mri,1.0,1.0,1.0,1.0,164.8848
MS-MARCO,1129,exact,lexical,how much does a notary house call cost?,0.0,0.0,0.0,0.0,129.8563
MS-MARCO,1130,exact,lexical,name of actress who played wonder woman on tv,0.0,0.0,0.0,0.0,149.3283
MS-MARCO,1131,exact,lexical,when was rugby founded,0.0,0.0,1.0,0.2,55.3571
MS-MARCO,1132,exact,lexical,is it safe for dogs to bugs,1.0,1.0,1.0,1.0,124.6271
MS-MARCO,1133,exact,lexical,what is pneumovax,0.0,0.0,0.0,0.0,71.8286
MS-MARCO,1134,exact,lexical,what does the endoplasmic reticulum do in an animal cell,0.0,0.0,1.0,0.25,143.6336
MS-MARCO,1135,exact,lexical,pnf stretching golgi tendon organ,0.0,1.0,1.0,0.5,92.4503
MS-MARCO,1136,exact,lexical,what is PVF meaning,0.0,0.0,1.0,0.25,70.1756
MS-MARCO,1137,exact,lexical,understanding albumin creatinine ratio,0.0,0.0,1.0,0.2,57.2181
MS-MARCO,1138,exact,lexical,when was the first tv made,0.0,0.0,0.0,0.0,94.5868
MS-MARCO,1139,exact,lexical,where is amherstburg located,1.0,1.0,1.0,1.0,67.5749
MS-MARCO,1140,exact,lexical,how to measure for cement slab,0.0,0.0,0.0,0.0,114.7456
MS-MARCO,1141,exact,lexical,what is the primary function of the thyroid hormones quizlet,0.0,0.0,0.0,0.0,193.4715
MS-MARCO,1142,exact,lexical,cost of land clearing per acre,1.0,1.0,1.0,1.0,100.5984
MS-MARCO,1143,exact,lexical,meters to feet,0.0,1.0,1.0,0.5,46.8102
MS-MARCO,1144,exact,lexical,what is a retainer fee,0.0,0.0,0.0,0.0,87.8818
MS-MARCO,1145,exact,lexical,what does signior mean,0.0,0.0,0.0,0.0,62.3655
MS-MARCO,1146,exact,lexical,what does the american pika do,0.0,0.0,0.0,0.0,79.8343
MS-MARCO,1147,exact,lexical,what does anti fouled mean,0.0,0.0,0.0,0.0,84.5722
MS-MARCO,1148,exact,lexical,average temperature in ashtabula ohio in may,0.0,0.0,0.0,0.0,111.1054
MS-MARCO,1149,exact,lexical,what is manipuri language,0.0,0.0,1.0,0.2,74.332
MS-MARCO,1150,exact,lexical,what is iberian peninsula,0.0,0.0,0.0,0.0,50.3574
MS-MARCO,1151,exact,lexical,natal meaning,0.0,1.0,1.0,0.3333333333333333,23.7145
MS-MARCO,1152,exact,lexical,do lice bites scar,1.0,1.0,1.0,1.0,62.7274
MS-MARCO,1153,exact,lexical,what is housemaids knee,1.0,1.0,1.0,1.0,66.0257
MS-MARCO,1154,exact,lexical,are vitamins organic or inorganic,0.0,1.0,1.0,0.5,88.9168
MS-MARCO,1155,exact,lexical,how much does petco training cost,1.0,1.0,1.0,1.0,87.2326
MS-MARCO,1156,exact,lexical,can i stream the food channel,1.0,1.0,1.0,1.0,93.3242
MS-MARCO,1157,exact,lexical,what foods to eat for leg cramps,0.0,1.0,1.0,0.5,107.5481
MS-MARCO,1158,exact,lexical,how do you cite a movie quote in a paper,1.0,1.0,1.0,1.0,153.3235
MS-MARCO,1159,exact,lexical,how long are avocados good for,0.0,0.0,0.0,0.0,91.1478
MS-MARCO,1160,exact,lexical,where is bilbao in spain is it near the coast,1.0,1.0,1.0,1.0,166.257
MS-MARCO,1161,exact,lexical,what does botox do,0.0,1.0,1.0,0.3333333333333333,68.0448
MS-MARCO,1162,exact,lexical,cause of erdheim-chester disease,1.0,1.0,1.0,1.0,77.6492
MS-MARCO,1163,exact,lexical,what is the function heart,1.0,1.0,1.0,1.0,99.497
MS-MARCO,1164,exact,lexical,do anaerobic bacteria have catalase,0.0,1.0,1.0,0.3333333333333333,80.6926
MS-MARCO,1165,exact,lexical,what is lagna in astrology,0.0,0.0,1.0,0.2,80.4646
MS-MARCO,1166,exact,lexical,can you cable a mimosa tree,0.0,0.0,1.0,0.25,74.8328
MS-MARCO,1167,exact,lexical,will walking burn fat,0.0,0.0,0.0,0.0,65.0106
MS-MARCO,1168,exact,lexical,what are anabolic osteoporosis medications for,1.0,1.0,1.0,1.0,76.8109
MS-MARCO,1169,exact,lexical,where is bickley,0.0,0.0,1.0,0.25,58.5297
MS-MARCO,1170,exact,lexical,which structure in the kidneys nephrons is mainly responsible,1.0,1.0,1.0,1.0,131.0323
MS-MARCO,1171,exact,lexical,how long to heal a fractured ankle,0.0,0.0,1.0,0.2,106.6021
MS-MARCO,1172,exact,lexical,what is mogas,0.0,0.0,0.0,0.0,62.4762
MS-MARCO,1173,exact,lexical,when do you send out rehearsal dinner invitations,0.0,0.0,0.0,0.0,119.7944
MS-MARCO,1174,exact,lexical,what was the original colour of a merlin engine,0.0,0.0,0.0,0.0,135.4337
MS-MARCO,1175,exact,lexical,is reducing substance in infants stool curable ?,0.0,0.0,1.0,0.25,106.2095
MS-MARCO,1176,exact,lexical,the opponent process theory of color vision,0.0,0.0,1.0,0.25,118.5771
MS-MARCO,1177,exact,lexical,what makes you an independent student for financial aid,0.0,0.0,0.0,0.0,129.2387
MS-MARCO,1178,exact,lexical,what is a trade bloc,1.0,1.0,1.0,1.0,91.8193
MS-MARCO,1179,exact,lexical,cost of pet insurance per month,0.0,0.0,0.0,0.0,88.5143
MS-MARCO,1180,exact,lexical,where does the mucus coming from lungs or throat?,1.0,1.0,1.0,1.0,142.296
MS-MARCO,1181,exact,lexical,what physiographic province is granite mine located?,0.0,1.0,1.0,0.5,104.0672
MS-MARCO,1182,exact,lexical,does ringworm itch,0.0,0.0,1.0,0.25,45.2405
MS-MARCO,1183,exact,lexical,what causes overactive nerves,0.0,0.0,0.0,0.0,66.3585
MS-MARCO,1184,exact,lexical,what is the link between alveoli and capillaries,0.0,0.0,0.0,0.0,107.6451
MS-MARCO,1185,exact,lexical,how long to cook brisket in oven,0.0,0.0,0.0,0.0,124.2528
MS-MARCO,1186,exact,lexical,are ionic bonds strong,0.0,1.0,1.0,0.5,57.8139
MS-MARCO,1187,exact,lexical,what does landrace mean,0.0,0.0,0.0,0.0,65.3484
MS-MARCO,1188,exact,lexical,what is function of glutamate,0.0,0.0,0.0,0.0,97.978
MS-MARCO,1189,exact,lexical,orlando bloom movies,0.0,1.0,1.0,0.5,56.7761
MS-MARCO,1190,exact,lexical,how to get rid of bacne scars fast,0.0,0.0,0.0,0.0,117.3767
MS-MARCO,1191,exact,lexical,what pressure is the eye of the hurricane,0.0,1.0,1.0,0.5,130.4096
MS-MARCO,1192,exact,lexical,private investigator salary per hour,1.0,1.0,1.0,1.0,72.9527
MS-MARCO,1193,exact,lexical,what kind of jobs did the anglo saxons have,0.0,0.0,0.0,0.0,120.6634
MS-MARCO,1194,exact,lexical,average salary in dominican republic,1.0,1.0,1.0,1.0,89.8717
MS-MARCO,1195,exact,lexical,how do property managers charge,0.0,0.0,0.0,0.0,80.4907
MS-MARCO,1196,exact,lexical,when was pompeia born,0.0,0.0,0.0,0.0,54.23
MS-MARCO,1197,exact,lexical,what types of cells do seminal vesicles contain?,1.0,1.0,1.0,1.0,159.8497
MS-MARCO,1198,exact,lexical,can i listen to spotify without wifi,1.0,1.0,1.0,1.0,107.6608
MS-MARCO,1199,exact,lexical,what are marionberries,0.0,0.0,0.0,0.0,40.4599
MS-MARCO,1200,exact,lexical,what does malaika mean,0.0,0.0,0.0,0.0,55.7709
MS-MARCO,1201,exact,lexical,The republic was also known as a socialist government.,0.0,0.0,0.0,0.0,136.0642
MS-MARCO,1202,exact,lexical,how to insert excel file to omron plc,0.0,1.0,1.0,0.3333333333333333,110.0044
MS-MARCO,1203,exact,lexical,what functional group is acetaminophen,1.0,1.0,1.0,1.0,77.8416
MS-MARCO,1204,exact,lexical,what does the nucleus do in a plant cell,0.0,1.0,1.0,0.5,126.0513
MS-MARCO,1205,exact,lexical,what is the meaning of name jadon,1.0,1.0,1.0,1.0,114.3757
MS-MARCO,1206,exact,lexical,nys dba filing fee,0.0,0.0,0.0,0.0,66.5396
MS-MARCO,1207,exact,lexical,name meanings indigo,1.0,1.0,1.0,1.0,46.3037
MS-MARCO,1208,exact,lexical,where are the prostate glands located,0.0,0.0,0.0,0.0,102.1567
MS-MARCO,1209,exact,lexical,what age should children get the pneumococcal vaccine?,0.0,0.0,0.0,0.0,99.1871
MS-MARCO,1210,exact,lexical,what causes pain in muscle,0.0,0.0,0.0,0.0,87.8424
MS-MARCO,1211,exact,lexical,what is love susan polis schutz,0.0,1.0,1.0,0.3333333333333333,95.3827
MS-MARCO,1212,exact,lexical,is cholesterol only found in animal products,1.0,1.0,1.0,1.0,105.9819
MS-MARCO,1213,exact,lexical,what is a normal ejection fraction range,0.0,0.0,1.0,0.25,109.4743
MS-MARCO,1214,exact,lexical,is quartzite formed by burial metamorphism,1.0,1.0,1.0,1.0,95.4351
MS-MARCO,1215,exact,lexical,average tuition for degree in early education southeastern,1.0,1.0,1.0,1.0,120.7968
MS-MARCO,1216,exact,lexical,where does lavender grow in the world,0.0,0.0,0.0,0.0,99.4523
MS-MARCO,1217,exact,lexical,what is classical ballet,0.0,1.0,1.0,0.3333333333333333,71.7031
MS-MARCO,1218,exact,lexical,how much is a meter stamp,1.0,1.0,1.0,1.0,96.1539
MS-MARCO,1219,exact,lexical,how much do sales professional at geico make,0.0,1.0,1.0,0.3333333333333333,93.356
MS-MARCO,1220,exact,lexical,what does myelogenous mean,0.0,0.0,0.0,0.0,52.6226
MS-MARCO,1221,exact,lexical,best time to visit denmark,0.0,0.0,1.0,0.25,90.6907
MS-MARCO,1222,exact,lexical,definition occupational therapy,1.0,1.0,1.0,1.0,64.8523
MS-MARCO,1223,exact,lexical,protocol definition computing,0.0,0.0,1.0,0.2,45.0352
MS-MARCO,1224,exact,lexical,requirements for being a correctional officer,0.0,0.0,0.0,0.0,80.3222
MS-MARCO,1225,exact,lexical,how much is m&s prosecco,0.0,1.0,1.0,0.5,79.8486
MS-MARCO,1226,exact,lexical,rib cage definition,1.0,1.0,1.0,1.0,59.362
MS-MARCO,1227,exact,lexical,dental cap cost,0.0,0.0,0.0,0.0,43.6795
MS-MARCO,1228,exact,lexical,what is a prepared statement,0.0,1.0,1.0,0.5,96.5552
MS-MARCO,1229,exact,lexical,highest salaries in chemistry,0.0,0.0,0.0,0.0,65.2053
MS-MARCO,1230,exact,lexical,who is affected by scarlet fever,0.0,1.0,1.0,0.3333333333333333,77.3394
MS-MARCO,1231,exact,lexical,what are the nutrients in the phosphorus cycle,0.0,0.0,1.0,0.25,133.6097
MS-MARCO,1232,exact,lexical,where is foshan in china map,1.0,1.0,1.0,1.0,100.9675
MS-MARCO,1233,exact,lexical,who invented the motorcycle,0.0,1.0,1.0,0.3333333333333333,64.1745
MS-MARCO,1234,exact,lexical,what is a flagstaff,0.0,1.0,1.0,0.5,64.9346
MS-MARCO,1235,exact,lexical,average pay cleaning lady,1.0,1.0,1.0,1.0,48.4574
MS-MARCO,1236,exact,lexical,time and temperature to cook pork tenderloin,1.0,1.0,1.0,1.0,118.0796
MS-MARCO,1237,exact,lexical,how long does it take for a cat to give birth,0.0,0.0,0.0,0.0,177.7096
MS-MARCO,1238,exact,lexical,how much room does a chicken need in coop,1.0,1.0,1.0,1.0,169.9851
MS-MARCO,1239,exact,lexical,standard deduction for dependent,0.0,0.0,0.0,0.0,57.0699
MS-MARCO,1240,exact,lexical,what is polyurethane used for,0.0,1.0,1.0,0.5,72.0129
MS-MARCO,1241,exact,lexical,radon is,0.0,0.0,0.0,0.0,45.9307
MS-MARCO,1242,exact,lexical,is hymenolepis a protozoan,0.0,0.0,0.0,0.0,62.858
MS-MARCO,1243,exact,lexical,what is jenny,1.0,1.0,1.0,1.0,53.4369
MS-MARCO,1244,exact,lexical,cost to replace basement windows,1.0,1.0,1.0,1.0,73.2237
MS-MARCO,1245,exact,lexical,average annual income orthodontist,0.0,0.0,0.0,0.0,75.872
MS-MARCO,1246,exact,lexical,when was the walt disney company founded,0.0,0.0,1.0,0.25,95.535
MS-MARCO,1247,exact,lexical,who wrote a dog of flanders crossword,0.0,0.0,0.0,0.0,103.4753
MS-MARCO,1248,exact,lexical,what is amoebas,0.0,0.0,0.0,0.0,62.574
MS-MARCO,1249,exact,lexical,what is snmp used for,0.0,1.0,1.0,0.5,68.2604
MS-MARCO,1250,exact,lexical,average annual temperature of Uruguay,1.0,1.0,1.0,1.0,74.7688
MS-MARCO,1251,exact,lexical,what is dbp in nail polish,0.0,1.0,1.0,0.3333333333333333,98.3418
MS-MARCO,1252,exact,lexical,what is properties or characteristics of magnesium,0.0,1.0,1.0,0.5,101.9774
MS-MARCO,1253,exact,lexical,what is jcaho,0.0,0.0,1.0,0.2,58.1693
MS-MARCO,1254,exact,lexical,what is mycoplasma pneumoniae,0.0,0.0,1.0,0.25,63.9039
MS-MARCO,1255,exact,lexical,an inflammation of the lungs commonly caused by a bacterial or viral infection,1.0,1.0,1.0,1.0,206.1676
MS-MARCO,1256,exact,lexical,what is blood pudding in ireland,1.0,1.0,1.0,1.0,82.323
MS-MARCO,1257,exact,lexical,what is the chemical name for limestone,0.0,0.0,0.0,0.0,99.2144
MS-MARCO,1258,exact,lexical,when was akhenaten born,0.0,1.0,1.0,0.5,79.8126
MS-MARCO,1259,exact,lexical,what is intrauterine blood transfusion,1.0,1.0,1.0,1.0,68.461
MS-MARCO,1260,exact,lexical,what kinds of food are starches,1.0,1.0,1.0,1.0,93.8059
MS-MARCO,1261,exact,lexical,what is a unicorn,1.0,1.0,1.0,1.0,69.3314
MS-MARCO,1262,exact,lexical,what are the short branched extensions on a nerve called,1.0,1.0,1.0,1.0,151.6256
MS-MARCO,1263,exact,lexical,what is the star wars galaxy called,0.0,0.0,0.0,0.0,110.7382
MS-MARCO,1264,exact,lexical,anaerobic cellular respiration,0.0,0.0,1.0,0.25,57.6616
MS-MARCO,1265,exact,lexical,difference between grams and grams force,0.0,0.0,0.0,0.0,70.8723
MS-MARCO,1266,exact,lexical,fence installation cost,0.0,0.0,1.0,0.2,50.4911
MS-MARCO,1267,exact,lexical,what is the rural urban fringe,0.0,0.0,1.0,0.2,88.884
MS-MARCO,1268,exact,lexical,causes of pain in elbow area,1.0,1.0,1.0,1.0,104.1095
MS-MARCO,1269,exact,lexical,sudden weight loss medical term,0.0,0.0,0.0,0.0,75.911
MS-MARCO,1270,exact,lexical,meaning of the name lindze,0.0,0.0,0.0,0.0,86.7321
MS-MARCO,1271,exact,lexical,does cat litter reduce humidity in home,0.0,0.0,1.0,0.25,101.5681
MS-MARCO,1272,exact,lexical,what is a gyroscope,0.0,0.0,0.0,0.0,52.3294
MS-MARCO,1273,exact,lexical,what is quartz used in kitchen countertops,0.0,1.0,1.0,0.3333333333333333,106.1627
MS-MARCO,1274,exact,lexical,is cowan a common name,1.0,1.0,1.0,1.0,69.3135
MS-MARCO,1275,exact,lexical,salary it manager desktop support,0.0,0.0,0.0,0.0,82.9427
MS-MARCO,1276,exact,lexical,what food has vitamin e,0.0,0.0,0.0,0.0,94.203
MS-MARCO,1277,exact,lexical,what three kinds of tissue do meristems develop into,0.0,0.0,0.0,0.0,129.3083
MS-MARCO,1278,exact,lexical,how long to cook burgers on bbq,0.0,1.0,1.0,0.3333333333333333,120.3999
MS-MARCO,1279,exact,lexical,what does guava candy taste like,0.0,1.0,1.0,0.3333333333333333,74.1489
MS-MARCO,1280,exact,lexical,what muscles does deadlift work,1.0,1.0,1.0,1.0,76.5878
MS-MARCO,1281,exact,lexical,average cost of a dental bridge,0.0,1.0,1.0,0.3333333333333333,76.1421
MS-MARCO,1282,exact,lexical,when did daylight saving start,0.0,0.0,0.0,0.0,96.9756
MS-MARCO,1283,exact,lexical,what does the name dagon mean,0.0,1.0,1.0,0.3333333333333333,89.0996
MS-MARCO,1284,exact,lexical,is emulsifier lecithin halal,0.0,1.0,1.0,0.5,75.5808
MS-MARCO,1285,exact,lexical,what is autoimmune liver hepatitis,0.0,0.0,0.0,0.0,58.7281
MS-MARCO,1286,exact,lexical,cooked hamburger temp,1.0,1.0,1.0,1.0,44.4409
MS-MARCO,1287,exact,lexical,who wrote the ukrainian anthem,0.0,0.0,0.0,0.0,71.3291
MS-MARCO,1288,exact,lexical,hyaline cartilage consists of specialized cells called,0.0,0.0,0.0,0.0,121.057
MS-MARCO,1289,exact,lexical,what is the upper curved border of the ilium called,0.0,0.0,1.0,0.25,128.2344
MS-MARCO,1290,exact,lexical,contagious infectious diseases,0.0,1.0,1.0,0.3333333333333333,42.3963
MS-MARCO,1291,exact,lexical,what is charmeuse fabric,0.0,1.0,1.0,0.5,70.2503
MS-MARCO,1292,exact,lexical,definition of osseous,0.0,0.0,0.0,0.0,71.1713
MS-MARCO,1293,exact,lexical,why does a dog chew on a stick,0.0,0.0,1.0,0.25,114.6346
MS-MARCO,1294,exact,lexical,how long does it take to get passport renewed,0.0,0.0,0.0,0.0,150.132
MS-MARCO,1295,exact,lexical,do prokaryotes reproduce by budding,0.0,1.0,1.0,0.5,85.9636
MS-MARCO,1296,exact,lexical,how to help riften skyrim,0.0,1.0,1.0,0.5,72.9564
MS-MARCO,1297,exact,lexical,what is pos system in hotels,0.0,0.0,0.0,0.0,100.8204
MS-MARCO,1298,exact,lexical,what are amalgam filling made of,0.0,0.0,1.0,0.2,107.7469
MS-MARCO,1299,exact,lexical,are galapagos islands safe,0.0,0.0,0.0,0.0,58.6607
MS-MARCO,1300,exact,lexical,explain the dawes act,0.0,0.0,0.0,0.0,52.1517
MS-MARCO,1301,exact,lexical,l'habitat definition,0.0,1.0,1.0,0.5,45.3991
MS-MARCO,1302,exact,lexical,what kind of character is thimbletack,0.0,0.0,0.0,0.0,93.3843
MS-MARCO,1303,exact,lexical,what type of political system does the us have,0.0,0.0,0.0,0.0,137.6214
MS-MARCO,1304,exact,lexical,does gout crystals itch,1.0,1.0,1.0,1.0,54.3502
MS-MARCO,1305,exact,lexical,cost of living in a condo in california,1.0,1.0,1.0,1.0,137.6559
MS-MARCO,1306,exact,lexical,what is mastocytosis disease,0.0,1.0,1.0,0.3333333333333333,70.6148
MS-MARCO,1307,exact,lexical,how to stop facial hair from growing back so fast,0.0,0.0,1.0,0.25,139.7306
MS-MARCO,1308,exact,lexical,what is a normal iq,0.0,1.0,1.0,0.5,64.3137
MS-MARCO,1309,exact,lexical,is hemp marijuana,0.0,1.0,1.0,0.3333333333333333,59.3265
MS-MARCO,1310,exact,lexical,what does incited mean,0.0,0.0,0.0,0.0,59.8634
MS-MARCO,1311,exact,lexical,what temperature for breeding kribs,0.0,0.0,1.0,0.25,83.5
MS-MARCO,1312,exact,lexical,can a person with a green card get disability,0.0,1.0,1.0,0.5,140.9637
MS-MARCO,1313,exact,lexical,what is promethazine hydrochloride and codeine phosphate syrup,0.0,0.0,0.0,0.0,119.675
MS-MARCO,1314,exact,lexical,how many weeks pay for maternity leave,0.0,0.0,1.0,0.2,112.4797
MS-MARCO,1315,exact,lexical,when can i separate my hostas,0.0,0.0,0.0,0.0,99.3045
MS-MARCO,1316,exact,lexical,what county is yellowstone in,1.0,1.0,1.0,1.0,87.3354
MS-MARCO,1317,exact,lexical,oona name meaning,0.0,1.0,1.0,0.5,33.9481
MS-MARCO,1318,exact,lexical,what is angio,0.0,0.0,0.0,0.0,51.1462
MS-MARCO,1319,exact,lexical,what is appendicular skeleton,0.0,1.0,1.0,0.3333333333333333,67.403
MS-MARCO,1320,exact,lexical,example of when a clinical psychologist would need data interpretation,0.0,0.0,0.0,0.0,151.2863
MS-MARCO,1321,exact,lexical,inflamed muscles symptoms,0.0,0.0,0.0,0.0,46.2673
MS-MARCO,1322,exact,lexical,what age can a yorkie breed,0.0,1.0,1.0,0.5,76.9424
MS-MARCO,1323,exact,lexical,what is a lessee,1.0,1.0,1.0,1.0,64.1721
MS-MARCO,1324,exact,lexical,average surgeon salary,1.0,1.0,1.0,1.0,42.8378
MS-MARCO,1325,exact,lexical,what is bioarchaeology,0.0,0.0,1.0,0.2,56.8866
MS-MARCO,1326,exact,lexical,in a standard normal distribution the mean is,0.0,0.0,1.0,0.2,107.003
MS-MARCO,1327,exact,lexical,what is considered a seizure of person under the fourth amendment,1.0,1.0,1.0,1.0,185.6573
MS-MARCO,1328,exact,lexical,what does bullous emphysema suggest,0.0,0.0,0.0,0.0,77.181
MS-MARCO,1329,exact,lexical,how long does it take for a windmill to pay for itself,0.0,0.0,0.0,0.0,190.0749
